train_loss,val_loss,train_acc,val_acc
1.330681107536905,1.1583205271208195,0.3612972393460198,0.5480498592681946
1.1781412851903112,1.019422998809891,0.49517555615116593,0.6353035786087655
1.098654497343936,0.9505182983983603,0.543017957652104,0.6634499396863691
1.0608088218376612,0.8845554960267726,0.5632538193513803,0.6952151186168074
1.0383386806200734,0.8553336773189043,0.5700884481372286,0.6831523924406916
1.0081128331235254,0.8243221459160572,0.5778611632270169,0.7100924809006836
1.0031239639271747,0.7936873269167395,0.5852318413294023,0.7209489344591877
0.980052665311317,0.7920389978531905,0.5943446797105334,0.7241656614394854
0.9864070659283178,0.7898688583092177,0.593674618064862,0.7213510253317249
0.972553041114848,0.7909108440129211,0.6035915304207987,0.7237635705669481
0.9850830402843309,0.7851970648257475,0.5955507906727419,0.7289907519099317
0.9792324545171938,0.7857047275793231,0.6011793084963817,0.7293928427824689
0.9701383587535091,0.7842847581699665,0.6031894934333959,0.7281865701648572
0.9689585977251169,0.7802013785521764,0.6031894934333959,0.7265782066747085
0.9594420976627291,0.7810223970156287,0.6106941838649156,0.7285886610373944
0.9742533608979497,0.7794037070387475,0.5979630125971589,0.7289907519099317
0.9687970498393541,0.7792500535503275,0.6045296167247387,0.7273823884197829
0.9712305576032558,0.781268111351843,0.6041275797373359,0.7249698431845597
0.9703052401766321,0.7793880658644388,0.6021173948003217,0.7269802975472457
0.9722096409755493,0.779075352935653,0.5986330742428303,0.7269802975472457
0.9709826926385005,0.7784676697295403,0.6019833824711873,0.725774024929634
0.9703386768966282,0.7785307799998085,0.6058697400160815,0.729794933655006
0.9775315675394237,0.7801180536314624,0.5997051728759046,0.7293928427824689
0.972955261133721,0.7785277629310844,0.5986330742428303,0.7330116606353035
0.9743162405391828,0.7795724914790063,0.6022514071294559,0.72778447929232
0.9696630672902404,0.7801960579448788,0.6034575180916645,0.72778447929232
0.9622819503553109,0.7780943789729451,0.6108281961940498,0.7289907519099317
0.9750948573718023,0.7813082465120813,0.597024926293219,0.7289907519099317
0.975044271032793,0.7793761918618586,0.5916644331278478,0.7289907519099317
0.9622223250382198,0.7776533813422878,0.611900294827124,0.7289907519099317
0.9687971576101753,0.7785660262130857,0.603725542749933,0.7305991154000804
0.968083995991244,0.776048548115177,0.6041275797373359,0.7289907519099317
0.9694931616862381,0.7832633871892202,0.6014473331546503,0.7310012062726176
0.960789441535186,0.7791098916583336,0.6051996783704101,0.7269802975472457
0.9613488942296855,0.7786585824241301,0.6129723934601984,0.7285886610373944
0.9772773990360158,0.7787251784516761,0.5947467166979362,0.7301970245275432
0.9660507524278713,0.7793412136178348,0.5952827660144734,0.7285886610373944
0.9708853449459787,0.7778200630112062,0.6021173948003217,0.7293928427824689
0.9732152737040074,0.7775416952757458,0.5948807290270705,0.7261761158021712
0.975682499037451,0.7788092760757888,0.6009112838381131,0.72778447929232
0.9648386634281192,0.7766081079163607,0.6038595550790673,0.7273823884197829
0.9733371504571731,0.7812231267414085,0.6009112838381131,0.7269802975472457
0.9704872315928751,0.7788323243554932,0.6010452961672473,0.7301970245275432
0.964525268564145,0.7781575140005909,0.6068078263200214,0.7334137515078407
0.9545741883208623,0.77925997675304,0.6110962208523184,0.731805388017692
0.9558726125477913,0.7793572608083427,0.6050656660412758,0.729794933655006
0.9676817880179089,0.7767041748337924,0.6029214687751273,0.7354242058705267
0.9720746076512803,0.7796346879791533,0.600375234521576,0.725774024929634
0.9666981376294187,0.7787705677361866,0.6043956043956044,0.72778447929232
0.9652901798750305,0.7796085506114415,0.6056017153578129,0.7285886610373944
0.9725728037688982,0.780911214892338,0.5998391852050389,0.7289907519099317
0.9700740561891708,0.7788052042421204,0.600375234521576,0.7285886610373944
0.9608461458252953,0.7786590797046988,0.600375234521576,0.7289907519099317
0.965533119524749,0.7785136953002245,0.6034575180916645,0.7245677523120225
0.9573232556948614,0.7782084013402438,0.6077459126239614,0.72778447929232
0.9674218470658543,0.7798637623618202,0.6011793084963817,0.7249698431845597
0.9609440435707585,0.7768333392254454,0.60613776467435,0.7305991154000804
0.9587147719289432,0.7791172265287475,0.6082819619404986,0.7285886610373944
0.9708704998907919,0.7775955734408232,0.5993031358885017,0.731805388017692
0.9597544594061531,0.7782464462875792,0.6096220852318414,0.7322074788902292
0.9719722102264142,0.7818363648511628,0.5976949879388904,0.7273823884197829
0.9625946192280022,0.7784503115004787,0.6085499865987671,0.729794933655006
0.962694676303889,0.7799843582562476,0.60801393728223,0.7265782066747085
0.9667888351945,0.7788432943423109,0.5991691235593675,0.7269802975472457
0.9707833072417736,0.7781214160424521,0.6018493701420531,0.7249698431845597
0.9691881755343458,0.7803269726567639,0.6082819619404986,0.7261761158021712
0.9767778368681246,0.7804174070910465,0.5959528276601447,0.7281865701648572
0.9611613401392771,0.7772469586716343,0.600375234521576,0.7301970245275432
0.9622430367177116,0.777423300439208,0.6051996783704101,0.7269802975472457
0.9716638980362953,0.7793533283397766,0.6025194317877245,0.7229593888218737
0.9714517401677615,0.7765565268428727,0.6013133208255159,0.7305991154000804
0.9751179282513804,0.7780314320582293,0.6017153578129187,0.7305991154000804
0.9788266332179539,0.7808152151289933,0.5956848030018762,0.7301970245275432
0.9631496056798508,0.7793054581407471,0.6026534441168587,0.7305991154000804
0.9678639869720614,0.778071194132217,0.6060037523452158,0.7281865701648572
0.9725575136838027,0.7822834777218489,0.6014473331546503,0.7289907519099317
0.97127892759523,0.7803782866477583,0.6006432591798445,0.7269802975472457
0.9710112815406807,0.7799670755695425,0.595148753685339,0.7293928427824689
0.9721736328686826,0.7806209933820095,0.5982310372554275,0.72778447929232
0.9605257678242798,0.7793811106950248,0.6098901098901099,0.7301970245275432
0.9741405562560829,0.78071561320316,0.5986330742428303,0.7245677523120225
0.9612080411852221,0.7786130482861926,0.6010452961672473,0.7289907519099317
0.9498575355341402,0.7761294350453443,0.618064861967301,0.7346200241254524
0.9625140101524308,0.77752403514089,0.6069418386491557,0.7273823884197829
0.9655805200266474,0.7795521495665323,0.6058697400160815,0.7285886610373944
0.9737007643990528,0.7766734606106692,0.5935406057357276,0.7285886610373944
0.9620437320772108,0.7817771261985589,0.6143125167515412,0.725774024929634
0.9655564551345787,0.7786414492163832,0.6076119002948271,0.7253719340570969
0.9680685070589189,0.7783660302212021,0.5995711605467703,0.7273823884197829
0.9712990877200821,0.7785495469308445,0.5989010989010989,0.72778447929232
0.9743030731686316,0.780654761606208,0.6001072098633075,0.7301970245275432
0.9653623751423308,0.7773453774920035,0.6050656660412758,0.729794933655006
0.9637281377875943,0.7802495842340437,0.6092200482444385,0.7265782066747085
0.9708912249737405,0.7765285501673752,0.6050656660412758,0.7269802975472457
0.9596462968654014,0.7786842855191586,0.609488072902707,0.7293928427824689
0.9596957647746129,0.779126537315904,0.60801393728223,0.7314032971451548
0.9687547144701959,0.7795783517156493,0.6041275797373359,0.7293928427824689
0.9672064684696857,0.778436759652313,0.6047976413830073,0.7334137515078407
0.9682436957336309,0.779001975975029,0.6065398016617529,0.7289907519099317
0.9613271691594039,0.7814906253410143,0.6049316537121415,0.725774024929634
